2020年03月05日,澳门连续30天无新增新冠肺炎确诊病例_荔枝网新闻,新华网,新华社澳门3月5日电在过去24小时，澳门没有新增新型冠状病毒感染确诊病例，至此澳门已经连续30天没有新增新冠肺炎确诊病例。记者从澳门新型冠状病毒感染应变协调中心5日举行的新闻发布会上了解到，目前澳门维持累计10例确诊个案，其中9例已康复出院，仍留院的1例属轻症。
2020年03月05日,甘肃新增11例境外输入新冠肺炎 累计确诊病例102例_荔枝网新闻,荔枝新闻,trog荔枝新闻讯trog据甘肃省卫健委网站消息，3月5日20时，甘肃本地累计报告新型冠状病毒肺炎确诊病例91例，累计治愈出院87例，累计死亡病例2例。现有2例在定点医院进行隔离治疗，其中兰州市1例、定西市1例。甘肃本地目前无疑似病例。目前，甘肃本地累计追踪到密切接触者4337人，已解除医学观察4259人，其余78人正在接受医学观察。t1dy="2"ilurdte="Fle"irocdte="Fle"moth="3"w:t="o"yer="2020"3月2日t120时至t1dy="5"ilurdte="Fle"irocdte="Fle"moth="3"w:t="o"yer="2020"3月5日t120时，有311人分别乘商业包机由伊朗到达兰州，均已全部隔离。t1dy="5"ilurdte="Fle"irocdte="Fle"moth="3"w:t="o"yer="2020"3月5日t1新增11例境外输入确诊病例，均在省级定点医院隔离治疗，病情平稳。新增境外输入密切接触者300人，其中38人在省级定点医院隔离留观，262人在集中隔离点隔离，正在进一步进行医学检测检查。
2020年03月05日,300毫升！学雷锋日再献血浆，为连云港首例新冠肺炎康复者点赞！_荔枝网新闻,我苏网,3月5日上午，连云港市首例新冠肺炎恢复期血浆捐献者刘先生，再次来到红十字中心血站捐献恢复期血浆。2月16日，作为连云港市首例新冠肺炎康复者，刘先生献出了200毫升恢复期血浆。相隔18天，他再次捐献恢复期血浆300毫升。他坦言，捐献血浆对身体没什么影响，身体机能都能耐受。“一直在想还能再做点什么？要感谢的人实在太多！这次生病，政府、医院、单位、社区都给了我很大的帮助。其中有不畏生死、精心照护我的医护人员；有忙前忙后、帮我照顾家人的同事；还有许多默默奉献的基层一线人员、志愿者……”刘先生说：“这些天我一直在关注疫情动态，越来越感受到新冠肺炎康复者恢复期血浆，对治疗新冠肺炎重型、危重型患者有所帮助。我就决定再次捐献血浆，也得到了家人的支持。”“爸爸，学习雷锋好榜样。我们支持你捐献血浆！”出门前，刘先生的一双儿女向爸爸竖起了大拇指。与首次捐献血浆相比，刘先生此次重回“战场”，显得更加从容。填表登记、体检征询、初筛化验……经过一系列流程后，刘先生坐上了献血椅，随着采浆仪器的运转，仅用半小时，就完成了血浆采集。献完血浆后，刘先生表示，他很荣幸在学雷锋日捐献血浆，为社会做一点力所能及的事情，以后将继续参加无偿献血，只要需要，随叫随到。（来源：江苏广电连云港中心站吴斌通讯员赵小娟 于海南编辑张泉泉）
2020年03月05日,法国新增92例新冠肺炎病例，累计死亡6例_荔枝网新闻,环球网,据法新社刚刚消息，法国新增新冠肺炎病例92例。累计死亡病例上升至6例。
2020年03月05日,美国新冠肺炎确诊病例增至161例_荔枝网新闻,环球网,美国有线电视新闻网(CNN)当地时间5日援引美国疾控中心(CDC)及各州政府公布的数据，美国国内目前已确诊161例新冠肺炎病例。
2020年03月05日,阿曼新增1例确诊新冠肺炎病例 总数达16例_荔枝网新闻,央视新闻,据阿曼官方通讯社报道，当地时间3月5日，阿曼卫生部发表声明确认新增1例确诊新冠肺炎病例。该名患者为阿曼公民，此前曾去过意大利米兰；目前这名患者身体状况稳定，正在接受隔离治疗。截至目前，阿曼确诊新冠肺炎病例总数为16例，其中2例已经康复。阿曼卫生部呼吁所有国民加强预防，一旦出现相应症状，需尽快到医院进行检查，并采取必要的医疗措施；不要听信和散播谣言，应从官方渠道获取准确信息。
2020年03月05日,发现四名疑似新冠肺炎患者 巴勒斯坦宣布实施紧急状态_荔枝网新闻,央视新闻,当地时间3月5日，由于伯利恒天使酒店有四名酒店工作人员疑似新冠肺炎患者，巴勒斯坦权力机构宣布实施紧急状态，这家酒店的其他工作人员已被隔离。巴勒斯坦卫生部发布公告：禁止游客进入其在约旦河西岸的领土，并将伯利恒市部分封城，伯利恒地区的所有学校、清真寺和教堂关闭14天，所有会议、文化和体育赛事推迟至少两个星期。巴勒斯坦卫生部在声明中说，人们正在等待测试结果，测试结果将很快向公众提供，呼吁巴勒斯坦民众遵守指示并克制行事，不遵守隔离令或试图隐瞒信息的企业主将面临处罚。同一天，以色列国防部长贝内特在与以色列卫生部长等人举行的特别会议上表示，如果由于疫情而宣布国家进入紧急状态，以色列国防部将采取行动。
2020年03月05日,激增1倍多！荷兰累计新冠肺炎病例82例_荔枝网新闻,环球网,据路透社刚刚消息，荷兰卫生部门称，荷兰新冠肺炎病例增加了一倍多，已经达到82例。
2020年03月05日,除中国外，全球新冠肺炎已超15000例_荔枝网新闻,央视新闻,
2020年03月05日,冰岛新冠肺炎确诊病例上升至34例_荔枝网新闻,环球网,根据荷兰媒体BNO统计数据，冰岛报告新冠肺炎确诊病例已上升至34例。
2020年03月05日,挪威新冠肺炎病例上升至72例_荔枝网新闻,环球网,根据荷兰媒体BNO统计数据，挪威累计报告新冠肺炎确诊病例已上升至72例。
