2020年03月08日,甘肃新增4例境外输入确诊病例，累计境外输入病例33例_荔枝网新闻,荔枝新闻,trog荔枝新闻讯trog 甘肃省卫生健康委员会网站3月8日消息，3月7日20时至3月8日20时，3月4日、5日两批乘商业包机由伊朗到达兰州309人加3月2日专门转到兰州2人共计311人中，新增4例新冠肺炎确诊病例，均在省级定点医院隔离治疗。甘肃累计报告境外输入新冠肺炎确诊病例33例。现有重型病例2例。目前有境外输入密切接触者278人，其中60人在省级定点医院隔离留观，218人在集中隔离点隔离，正在进一步进行医学检测检查。3月7日20时至3月8日20时，甘肃本地无新增病例。截止3月8日20时，甘肃本地累计报告新冠肺炎确诊病例91例，累计治愈出院87例，累计死亡病例2例。现有2例在定点医院进行隔离治疗，其中兰州市1例、定西市1例。甘肃本地目前无疑似病例。目前，甘肃本地累计追踪到密切接触者4337人，已解除医学观察4270人，其余67人正在接受医学观察。
2020年03月08日,元气满满！三位军中女博士奋战在新冠病毒检测一线_荔枝网新闻,军报记者,新冠肺炎疫情暴发后，我军抽组的军事医学专家组紧急前出武汉抗击疫情。在这支专家队伍中，来自军事科学院军事医学研究院迟象阳、董韵竹、张梦瑶三名女博士，组成了一道元气满满的风景线。憔悴的面容，掩盖不住她们活力四射的神态。她们在临时党支部带领下，干劲十足地在这场战疫阻击战中贡献着自己的力量。trog来到这里，就没把自己当女生看trog初见三人，是2月20日的下午3点。刚从实验室里出来的她们，正在会议室里匆匆吃着盒饭和泡面。trog为啥这么晚才吃饭？trog面对记者提问，迟象阳简要介绍了她们的作息：“我们一般是早上8点进实验室作核酸检测准备，下午2点多出舱；饭后稍作休整，待结束晚间的检测，一般都到次日凌晨了。”“昨天接收的样本较多，我们轮了2个班次，一直检测到凌晨4点才结束。”董韵竹补充道。这是她们在战“疫”一线的工作状态。前出武汉的一个多月里，她们一直过得很“充实”。新型冠状病毒核酸检测，对临床早发现、早诊断、早隔离、早治疗至关重要，是有效防控新冠肺炎疫情的关键技术支撑。这种检测，就是三位女博士担负的主要任务之一，必须分秒必争。为此，她们和战友们一起泡在实验室，一干就是一天。按照防控要求，从咽拭子样品接收到得出核酸检测结果，须在24小时内完成。为了尽早让医院获知结果救治患者，从一批近百份的样品前处理到检测完成，她们靠着扎实的基本功和娴熟配合，硬是把时间压缩到4个小时。由于送检样品的数量和时间并不固定，她们索性在实验室旁的会议室，边待命、边做其他分析研究。记者了解到，来武汉前，这三名女同志在单位都参与了多项科研课题。像迟象阳，手里就有药物研发等长线课题。课题研究，人员各有分工，往往一个萝卜一个坑。来到武汉后，原来课题的部分内容，后方同事可友情代劳，但工作思路、实验设计以及结果分析等关键节点，还必须本人主持。“时间就像海绵，挤挤总会有。”迟象阳这样解释道。电话联系、视频交流、电邮函复……后方的课题，三位女同志一个也没落下。除此之外，核酸检测结果的判断解读也是她们研讨的一个重点。据了解，检测组采用的是双靶标检测试剂盒，碰到检测的荧光曲线信号偏低或者只有单一靶标等可疑结果，就需要检测人员多方分析研判。在姜涛研究员、张晓鹏副研究员带领下，检测组经常召开“诸葛亮会”，对出现的可疑结果进行讨论，必要时还会重复实验，进行复核。三名女同志也经常见缝插针，三五分钟不嫌少地开展交流。“拿出精准结果，就是对提高疫情防控效率做贡献！多付出点时间和精力，值得！”董韵竹说。截至3月1日，检测组已完成4500多份样品检测，没有出现一起错情，这是让三位女同志最开心的事儿。收获的背后是不计辛劳的付出。少则100，多则超过500。有时，样本送的晚，数量又多，已经在实验室做了一天分析的她们，就会连夜赶工，再熬上大半个通宵。一天天下来，她们已经习惯了这样的工作强度，习惯了在附近的会议室找个地方“眯一会”，习惯了“沾床就着”，习惯了脸上长痘、有黑眼圈、掉头发，习惯了“早上起来的身体，像是昨天被人狠狠揍过一顿”的肌肉酸痛……这不，和记者简单聊了几句，她们就军大衣一裹，到会议室旁的小房间，找个躺椅、沙发抓紧补觉。透过半掩的房门，记者定格了这一让人必须致敬的照片。“我们首先是一名战士。”三名女博士话语在记者耳边久久回荡。trog紧要关头，是军人就该上第一线trog春节前夕，得知疫情爆发后，迟象阳一直寝食难安。“我是军人，研究方向又是微生物，觉得自己这个时候如果不做点什么，就会很着急。”1月26日凌晨1点，接到前往武汉的命令后，闻战则喜的迟象阳几个小时之内就打包好了自己的行李和实验设备仪器。“当兵能到战‘疫’一线，打非同一般的阻击战，感到特荣光！”从初中就喜欢生物的迟象阳，一路成长为微生物学博士。当年，那个害怕非典的小女孩，这次义无反顾地走上了战疫最前沿。同一时间，董韵竹在家里也接到了同样的电话。“有任务要出”，心里猜到肯定是去武汉的她，马上打包行李。“军人必须听令而行。”当天晚上，她们抵达武汉，第二天便开始工作。1月28日，张梦瑶也接到了前往武汉的命令。这是她人生中第一次参加如此重大甚至有生死考验的任务。当时，整个车厢里的乘客只有她一人，可她却没有感到孤单。临行前，由于军大衣放在单位办公室来不及取，她的父亲便将自己的一件军大衣交给了她。他是一名现役老兵，曾在玉树地震救援中表现突出，被评为“全国抗震救灾模范”。那件大衣，正是他参加救援时的征袍，后来当成“宝贝”珍藏起来。这次女儿出征，他才再次拿出。高铁列车上，身着迷彩的张梦瑶拿着单位的介绍信，告知列车长行程。得知她是前往武汉参加疫情防控后，当过兵的列车长马上向她敬礼致敬。“当兵十多年了，这是我对军人荣誉感触最深的一次。”张梦瑶说。那天，走出车门，穿着父亲的军大衣，独自拉着行李走在空荡的月台上，每经过一节车厢，都会有列车员自发地向她敬礼；不远处，她的战友正等着和她并肩战斗……那一刻，张梦瑶百感交集，她知道，自己不是一个人在战斗。trog众志成城，大家劲往一处使trog来到武汉一线这些天，迟象阳对工作最深刻的感受就是“齐心协力”。整个团队心往一处想，劲往一处使。专家组人少、任务重、各种装备多，为了紧前推进工作，专家们都会亲自上阵干些体力活儿。每当这时，“三朵金花”都会主动要求和男同事们一个标准。大家一起抬东西，展撤装备，收抬妥当后，会互相相视一笑。出于任务需要，检测团队按专业特长平均分成了两个组，时间错开，轮班上阵，很难全凑在一起。2月8日是农历正月十五，专家组领导提前通知：当晚全体人员一起吃元宵。迟象阳说，那天，是专家组聚得最齐的一次。三、五个元宵，让她们在离家千里的战“疫”一线上，感受到家的温暖。午夜时分的武汉，夜色如水。检测收工后，迟象阳喜欢泡一碗方便面当晚餐，和同事们聊会天，是她每天难得休憩的时候。而房间里，董韵竹则和家里打着电话。电话那头，丈夫反复叮嘱她要吃好、睡好、保重身体。他和她之间有约定，下了班只要有空一定打个电话，无论多晚都有人接。没日没夜地战斗了一个多月，三名女同志最大的愿望就是希望疫情早点结束。因为总见不到妈妈，迟象阳两岁多的女儿和她闹起了小情绪，有点不太理她了。张梦瑶好久没有跟自己的一对儿双胞胎视频过了，她生怕在屏幕里看到孩子以后，大家都止不住掉眼泪。董韵竹和丈夫在2018年初就领结婚证了，因为赴非洲执行医疗救助任务等原因，举办婚礼的日期2次推迟。今年，她计划4月份举办婚礼；可如今，她依然在疫情防控一线奋战……回家，简单的两个字总能给她们更多动力。每天被手机铃声叫醒，又是新一轮的战斗。军人、博士、女儿、妻子、母亲……多种身份交织在一起，无数个声音在呼唤她们早日凯旋。这些天，各医院送来的咽拭子样品，检测出的平均阳性率慢慢低了下来，她们回家的那一天，不远了……来源：中国军网
2020年03月08日,这一次，让我们听听“她”的故事_荔枝网新闻,新华社,
2020年03月08日,德国拦截瑞士24万个口罩 瑞士急召德国大使抗议_荔枝网新闻,新京报,据人民日报消息，据瑞士《星期日新苏黎世报》报道，瑞士联邦政府近日召见了德国驻瑞士大使，抗议德国的口罩出口禁令。据了解，德国海关当局目前在德瑞边境扣留了一辆属于瑞士公司的货车，车上装有240000个防护口罩。瑞士联邦经济事务秘书处指出，这已不是单独案例。为了抗击日益升级的新冠肺炎疫情，德国政府上周三发布出口禁令，禁止护目镜、口罩、防护服和手套等医疗物资出口。目前，瑞士的医用口罩供应面临不足，瑞士国家传染病预防中心已经要求医护人员每8小时更换一次口罩，而非平时的两小时。截至当地时间7日，瑞士累积新冠肺炎确诊病例为228例。瑞士已经与德国就此进行沟通，要求德国政府放行被查物资。
2020年03月08日,习近平总书记关切事｜ 口罩挡不住你的美——战“疫”一线巾帼掠影_荔枝网新闻,新华网,trog新华社北京3月8日电 题：口罩挡不住你的美——战“疫”一线巾帼掠影trog新华社记者李凤双、王春雨、杨思琪在“三八”国际劳动妇女节到来之际，习近平总书记向奋战在疫情防控第一线和各条战线的广大妇女同胞表示诚挚的慰问，向全国各族各界妇女同胞致以节日的问候。眼下正值新冠肺炎疫情防控最吃劲的关键阶段，各行各业的女性坚守岗位，以冲锋姿态迎接属于自己的节日。她们是天使、战士，也是母亲、女儿。在病房、在社区、在生产生活一线，虽然口罩挡住了她们的脸，但眼神中透露出坚毅和温暖，凝聚成强大的“治愈力”，撑起不止“半边天”。trog抗疫攻坚，天使在人间trog“我不希望大家因为我的女性身份特殊照顾，我也是一名呼吸危重症治疗医生。”说这话，李圣青没有一丝犹豫。在武汉同济医院光谷院区，每天都上演生死阻击战。这里的ICU病房负责收治危重新冠肺炎患者。复旦大学附属华山医院呼吸科主任李圣青是“冲锋队”队长。及时预判关口前移，遏制多脏器功能衰竭，将死亡率进一步往下降，是李圣青和团队最迫切的期待。“你知道吗，那种连续几天病区零死亡的数据，是多么令人激动。”李圣青说。病房是战场。她们来了，就是天使来了。统计显示，湖北一线医护工作者中，有超过60%是女性。黑龙江派出8批援助湖北医疗队共计1533人，其中女性1098人；北京胸科医院支援武汉医疗队的7名护士，6名是女性……清晨六点，闹钟响起，谢泽荣开启了一天的战斗。从2月初抵达武汉，她已在武汉大学人民医院东院区奋战一月有余。给危重病人翻身，查看病人全身皮肤是否完好，微泵、呼吸机、心电监护是否有效工作……尽管工作琐碎，作为四川大学华西医院一名护士，谢泽荣一直耐心细致。口罩、护目镜遮住了她的脸，几位病人从防护服背后的名字认出是她，便不住地称赞：“认真，连整理床都有一套标准。”密不透风的防护服下是湿透的衣衫，模糊的护目镜下是不同程度的皮肤磨损和压痕……工作时间再长，工作强度再大，她们依然日夜守候。2003年救治“非典”患者，2005年诊断人禽流感……从医近40年，南昌大学第一附属医院院长张伟再次冲在最前。作为江西省疫情防控应急指挥部高级专家组组长，她组建多学科专家团队，随时关注省内外疫情发展趋势，不断调整优化救治方案。1月27日，江西首例治愈的新冠肺炎患者出院；2月11日上午，江西首例危重型新冠肺炎患者治愈出院……在张伟带队攻关下，好消息不断传来。巾帼英雄，也有温暖相守。黑龙江省哈尔滨市南岗区一家隔离宾馆，是哈西社区卫生服务中心医生李淑丽最挂心的地方。每天三次无死角消毒，早晚两次对隔离人员测温，所有防护用品及时处理……正月十五，一碗碗热气腾腾的汤圆让隔离人员的惊喜不曾缺席。“多一分温暖，就会少一分紧张和焦虑。”李淑丽说。trog坚守防线，撑起不止“半边天”trog“要想守住这座城，我们就得守好每一道门，看好社区里的每一个人！”这是战“疫”面前一名女战士的宣言。43岁的高文娟是北京市丰台区卢沟桥街道工委书记。当地常住人口22万，流动人口7.3万，其中开放式小区、无物业老旧小区多，疫情摸排、封闭管理、消杀防疫……每个环节都不能马虎。高文娟说，街道社区多是女干部。有的社区居家隔离人员比较多，很多房子都没有电梯，一天几百件快递都靠社区工作人员一趟一趟跑。居委会的小姑娘扛着几十斤的大米爬楼梯，拎着蔬菜水果送到隔离群众家门口。无论如何艰苦，她们都全力以赴。初春，黑龙江省延寿县依然寒风萧瑟。10多公里长的河面结冰，常有人穿行。为守住关卡，42岁的蒋艳霞成为驻守河堤志愿者，临时搭建的帐篷成了可以休息的“家”。河堤上风大，气温低至零下十几摄氏度，每天站岗近10个小时，蒋艳霞的嗓子喊得沙哑，嘴唇冻得干裂，双腿变得肿胀。“有一分热就得发一分光，这点苦不算啥。”蒋艳霞说。深夜，山西新华化工有限责任公司口罩车间灯火通明，女工们仍在加紧缝制口罩。53岁的冯雅珍脚踩缝纫机踏板，手拿口罩原材料熟练操作。正月初一收到厂里召集令，冯雅珍除了吃饭都在缝纫机前。“姐妹们都比着干，生怕落了后。”冯雅珍说，像她一样的女工有112名，都希望能为前方做点事儿。“90后”张乐是中国铁路沈阳局集团有限公司延吉车务段珲春站客运员。她和男友原本打算春节筹备婚礼。疫情发生，她取消假期，如往常一样安检、验证、售票、引导……很多旅客带着酒精消杀剂。张乐劝说，高铁上禁止带易燃易爆物品，有时个别旅客不理解，甚至说些难听的话，她依然嘴角上扬，微笑解释。每当车上出现发烧乘客，张乐总冲在前面。她说：“危险的事总要有人做，尽管不是医生，我的阵地也是前线。”一份入党誓言，她们用生命守护。疫情防控以来，徐辉、黄和艳、姜娜三位女干部连续奋战，用生命践行抗疫一线的郑重承诺。前不久，全国妇联追授她们全国三八红旗手称号。乐观，无私，上进，坚韧……她们是战士，她们的身影活跃在每个角落，她们与奉献同名。trog期盼春天，传递关怀与温暖trog大年初六，在隔离病房里，山西支援湖北医疗队队员朱丽萍收到了一份特殊的生日礼。“绿草苍苍，白露茫茫，有位佳人，在水一方。”她的丈夫用毛笔书就了一封情诗。每一份战斗、坚守的背后，都有一个默默付出、等爱归来的家。2月9日，山西太原妇幼保健院护士韩蕾出征湖北。与她同行的还有医院为她准备的大包小裹。电热杯、香皂、卫生巾……她说，这是自己带过最重的行李。自己想到的、没想到的，都被同事们装进了行囊，就连平时严肃的院长也送了一枚驱疫香包。“你看你这下发大财了”“你可得给我们全乎着回来啊”，听着一句句“调皮”的送行，韩蕾红了眼眶。温暖的关怀要给传递温暖的人。为了减少穿脱防护服的次数，保证持续工作时间，很多医护人员都选择使用安全裤，这些生理用品成为紧缺物资。闻讯后，上海市妇联、市总工会女职工委员会发出募集倡议书，不少集体和个人纷纷来电询问。截至2月20日，上海市妇联共向一线女医护人员捐赠安全裤21612片、暖宝宝9200片。中铁工程设计咨询集团有限公司倡议，每位女职工捐献出1个月120元的卫生费，为华中科技大学同济医学院附属协和医院的女医护人员购买卫生用品。在太原设计院工作的智宏立即捐出1000元，她说：“同为姐妹，我知道她们的不易，呵护她们，就是呵护自己。”在广东，紫外线消毒干衣盒、水凝胶敷料、肩颈按摩仪、蒸汽眼罩等，实用礼物是女医护人员的贴心收获；在吉林，省妇联组织为1192户驰援湖北医护人员家庭配送爱心蔬菜，每周1次，已经连续6周；在内蒙古，当地妇联联合心理服务机构，组织心理咨询师志愿者，开通12338妇女维权服务热线，为女医务人员群体送上精准服务……你守护一线，我们守护你。点滴暖流不断汇聚，爱与温暖不断传递。迎着战“疫”胜利的曙光，走向又一个樱花绚烂的春天，她们步伐优雅而坚定。（参与记者：仇逸、孟含琪、王君璐、罗鑫、魏飚、马晓媛、卢宥伊、闵尊涛、帅才、潘莹、李键）
2020年03月08日,南京93名新冠肺炎确诊患者全部治愈 继续做好出院患者随访 疫情防控仍不能松懈_荔枝网新闻,江苏广电融媒体新闻中心,videocotrol=""durtio="0"fbl=""oter="htt:img.v.jtv.comimge202038JSTV_JSWS_1583664751812_w1ltOim_0.jg"rc="htt:vod.v.jtv.com20200308JSTV_JSWS_1583664751812_w1ltOim_1138.m4"webkit-lyilie=""video3月8日下午，南京最后一名新冠肺炎确诊患者成功治愈！至此，南京确诊的93例患者全部治愈，实现了抗击新冠肺炎疫情的阶段性胜利。江苏台记者汪乐萍说：“这里是南京市公共卫生医疗中心，现在是下午的2点30分，马上最后一名治愈的新冠肺炎患者将从我身后的这道门走出。她的治愈，也代表着南京阶段性实现了医护人员零感染，患者零死亡，治愈率达到100%。”64岁的黄女士2月2号被确诊为危重型新冠肺炎并入院治疗，期间伴有冠心病、糖尿病、高血压等症状，肺功能也损害严重，随时影响生命。经省市专家组会诊，南京市公共卫生医疗中心及时对黄女士进行手术，随后采取了抗病毒抗感染、俯卧位通气等一系列治疗手段。黄女士病情这才逐渐好转，目前已顺利转入普通病房进一步恢复治疗。trog（江苏广电融媒体新闻中心记者汪乐萍李扬郝朦亓晨田甜编辑张萌）trogtrog（本条新闻版权归江苏省广播电视总台所有，转载请注明出处）trog
2020年03月08日,3月7日江苏无新增新型冠状病毒肺炎确诊病例_荔枝网新闻,江苏广电融媒体新闻中心,videocotrol=""durtio="0"fbl=""oter="htt:img.v.jtv.comimge202038JSTV_JSWS_1583664685828_jcHBt8K_0.jg"rc="htt:vod.v.jtv.com20200308JSTV_JSWS_1583664685828_jcHBt8K_1743.m4"webkit-lyilie=""video2020年3月7日0-24时，江苏省无新增新型冠状病毒肺炎确诊病例。新增出院病例9例。截至3月7日24时，江苏省累计报告新型冠状病毒肺炎确诊病例631例。累计确诊病例中，在院病例21例。其中，轻型病例3例；普通型病例16例；重型病例1例；危重型病例1例。累计出院病例610例。目前，江苏省追踪到密切接触者12639人，已解除医学观察12612人，尚有27人正在接受医学观察。trog（江苏广电融媒体新闻中心记者郝朦编辑张萌）trogtrog（本条新闻版权归江苏省广播电视总台所有，转载请注明出处）trog
2020年03月08日,省委常委会暨省委财经委员会召开会议  娄勤俭主持会议 坚定信心 确保完成全年目标任务 保持定力 更大力度推动高质量发展_荔枝网新闻,江苏广电融媒体新闻中心,videocotrol=""durtio="0"fbl=""oter="htt:img.v.jtv.comimge202038JSTV_JSWS_1583663957233_8lqyNYN_0.jg"rc="htt:vod.v.jtv.com20200308JSTV_JSWS_1583663957233_8lqyNYN_1157.m4"webkit-lyilie=""video日前，省委召开常委会会议暨省委财经委员会第四次会议，分析新冠肺炎疫情对我省经济运行的影响，听取专家学者对应对疫情影响、促进全省经济平稳健康发展的意见建议，研究部署实现全年发展目标、持续深入推进高质量发展的有关工作。会议强调，要以习近平新时代中国特色社会主义思想为指引，深入贯彻落实习近平总书记关于统筹做好疫情防控和经济社会发展系列重要讲话精神和党中央的决策部署，准确把握形势，坚定必胜信心，保持高度定力，凝心聚力、奋发作为，努力完成全年经济社会发展目标任务。省委书记、省委财经委员会主任娄勤俭主持会议。省长、省委财经委员会副主任吴政隆以及省委财经委员会委员和有关部门负责同志参加会议。会议认为，新冠肺炎疫情发生以来，在以习近平同志为核心的党中央领导下，全省上下众志成城、全面动员，坚决有力地贯彻党中央、国务院的决策部署，采取切实有效的措施，步步推进、层层深入，统筹做好疫情防控和经济社会发展各项工作，全省疫情防控形势持续向好，生产生活秩序加快恢复。及时深入分析研判疫情对经济发展的影响，对于进一步贯彻好习近平总书记重要讲话精神，采取更加有针对性的措施促进经济社会平稳发展，对冲疫情带来的影响，确保完成全年发展的目标任务，具有重要意义。会议强调，要准确把握形势，全面、辩证、长远地看待疫情对我省经济社会发展带来的冲击，坚定完成全年目标任务、夺取“双胜利”的信心。疫情防控是发展的前提，防控疫情与经济社会发展看似两条战线，实则一个战场，必须统筹抓好、全面打赢。这次疫情影响虽然比较大，但要看到我国经济长期向好的基本面没有改变，疫情的冲击是短期的，总体是可控的，中国特色社会主义制度的优越性、我们多年形成的坚实发展基础、人民群众中蕴藏的巨大发展热情，我省防控工作和复工复产见事早、行动快、效果明显，使全省经济运行走向平稳向好的基础更好一些。要看到挑战中也伴随着机遇，紧紧抓住疫情过后需求反弹的回补机遇、市场调整的拓展机遇、国家加大支持的政策机遇、加强新型基础设施建设的投资机遇，变压力为动力、化挑战为机遇，加快恢复生产生活秩序，切实强化“六稳”举措，认真落实各项政策，加快释放发展潜能，为实现今年的经济社会发展目标任务努力奋斗。会议强调，面对困难和挑战必须保持高度定力，深入贯彻落实新发展理念，扎扎实实走好高质量发展之路。一要进一步着力科技创新、产业提升和布局优化，坚定不移推进供给侧结构性改革和产业结构调整，加快建设自主可控的现代产业体系。二要紧抓重大项目开工建设，把耽误的时间抢回来，同时抓住国家扩大有效投资的机遇，谋划储备一批优质项目，为高质量发展提供支撑。三要扎扎实实保障和改善民生，扩大优质公共服务供给，深入实施乡村振兴战略，坚决完成脱贫攻坚任务，加快推进苏北农村住房条件集中改善，不失时机抓好农业生产，加大就业帮扶力度，强化对困难群众的兜底保障，使群众有更多的获得感。会议强调，要用心用情服务好企业，让企业感到“雪中送炭”的温暖。要走好强企惠企政策落实的最后一步，把具体操作办法传递到每一户企业，充分发挥政策效应，提升企业的竞争力。要坚持问题导向，摸清企业的个性化需求，提供更加精准的服务。要持续关注受疫情冲击最为直接的住宿、餐饮、旅游等行业和小微企业，进一步完善帮扶措施。我省是外商投资大省和外贸大省，要热忱帮助外资企业解决复工复产中的问题，采取有效措施保障外贸产业链、供应链畅通运转，努力稳定国际市场份额。会议还听取了2019年我省地方政府性债务化解情况的汇报。省产业技术研究院院长刘庆、南京大学长江产业经济研究院院长刘志彪、南京财经大学副校长张为付、省社科院研究员丁宏列席会议并发言。trog（江苏广电融媒体新闻中心记者周明高彦张正郝朦编辑张萌）trogtrog（本条新闻版权归江苏省广播电视总台所有，转载请注明出处）trog
2020年03月08日,孟加拉国首次确诊3例新冠肺炎确诊病例_荔枝网新闻,海外网,海外网3月8日电据荷兰媒体BNONewroom报道，孟加拉国首次确诊3例新冠肺炎确诊病例。
2020年03月08日,巾帼心向党 八朵金花绽放“她”力量_荔枝网新闻,荔枝新闻,trog荔枝新闻讯trog新冠肺炎疫情发生以来，有这么一个群体，她们是母亲、是妻子、是女儿，看似柔弱实则坚毅，在不同的社会角色中，也演绎着不平凡的精彩。在这个特殊的妇女节里，让我们一起走进她们的故事。3月8日上午，在常州钟楼区北港街道运河苑社区门口，来往居民车辆不断，李燕雅和伙伴们正在对出入人员进行测温登记。自疫情爆发以来，这是她带领7名社工连续作战的第40天，每天从早上七点钟一直坚守到晚上九十点，这支娘子军已经成为小区里的一道风景线。 在运河苑社区，大多为农村拆迁安置房，3600多户居民中近三分之一为老龄人口，还有不少是外来务工人员，整体人员构成复杂，且自我防护意识较为薄弱。运河苑社区的8位一线女社工，发挥了“以柔克刚”的女性力量，用心做好社区防疫工作。 凭着认真细致的工作风格，这八朵金花各司其职，有统筹工作编制信息的“指挥官”；有负责网格排查汇总的“收集姐”；还有采购物资、送菜上门的“管家婆”……这批曾荣获“全国巾帼文明岗”的娘子军风雨不退，带领不少居民加入了志愿者工作，为社区居民筑起防疫一线的铜墙铁壁。（来源：《零距离》记者范涤青 编辑高若婷）
